Geneid	dmso_24h_n_1	dmso_24h_n_2	dmso_24h_n_3	thapsigargin_6h_n_1	thapsigargin_6h_n_2	thapsigargin_6h_n_3	thapsigargin_24h_n_1	thapsigargin_24h_n_2	thapsigargin_24h_n_3
Gng4	6612	6958	6841	6436	2190	4025	4360	3472	4314
B3galnt2	690	448	591	648	194	361	1036	717	944
Tbce	2036	1250	1628	2047	659	1206	2136	1775	1920
Ggps1	2871	2774	2797	3291	1038	2073	2957	2126	3181
Arid4b	3649	3180	3735	4025	1244	1702	3768	3243	3785
Hecw1	27	37	28	19	63	84	88	107	54
Mrpl32	1071	1021	865	1084	320	830	1199	929	1273
Psma2	2918	3435	2854	2094	717	1294	2760	2265	3164
AW209491	601	567	499	851	248	358	928	635	784
Gli3	168	108	120	174	117	100	187	184	139
4933412O06Rik	0	2	1	5	3	0	3	5	2
A530046M15Rik	0	0	0	0	5	21	2	0	0
Inhba	78	32	57	97	29	30	172	122	143
Sugct	65	28	43	38	33	46	18	16	37
Mplkip	1560	1095	1298	1271	354	669	1298	952	1168
Cdk13	7359	6267	6686	7510	2405	3464	7847	6352	7775
Mir466i	0	0	0	0	1	0	0	0	0
Rala	2883	2669	2462	2622	903	1050	2912	2467	3054
Yae1d1	972	889	962	991	355	544	1313	904	1413
4930448F12Rik	0	0	0	0	0	3	0	0	0
Pou6f2	4	5	0	0	14	42	6	0	2
Vps41	4474	4366	4234	3143	1179	2034	4268	3551	4488
Amph	1294	1276	1208	1343	402	877	801	581	893
Stard3nl	927	939	823	827	300	515	1250	1110	1306
9330199G10Rik	0	0	0	2	21	0	5	0	0
Epdr1	497	443	404	244	113	123	679	630	826
Sfrp4	2	1	6	3	28	32	16	4	14
Nme8	0	2	2	6	5	6	2	0	0
A530099J19Rik	0	0	0	0	8	0	4	0	0
Gpr141	0	0	0	0	6	8	0	5	0
Elmo1	1772	1585	1667	1946	688	910	3505	2318	3054
Aoah	3	1	2	6	36	11	3	2	3
Olfr1370	0	0	0	0	0	0	0	0	0
Olfr263	0	0	0	0	3	14	0	0	0
Olfr1368	0	0	0	0	6	0	4	0	0
Trim27	2095	2017	1930	3208	856	1802	3230	2712	3092
Gpx5	2	0	0	0	16	13	0	2	0
Gpx6	0	0	4	0	17	5	4	0	4
Olfr1367	0	0	0	0	8	0	4	0	0
Zscan12	711	534	609	525	216	446	786	566	707
Zkscan3	1717	1383	1446	1581	493	938	1761	1232	1666
Mir6942	28	7	7	7	1	11	13	11	6
Pgbd1	94	82	111	115	49	82	100	101	87
Zscan26	4081	2810	3343	5112	1507	2858	6255	5014	5383
Mir1896	3	1	4	0	1	0	0	0	2
Nkapl	57	62	78	18	28	44	63	43	63
Zkscan4	154	114	146	87	60	57	142	79	169
Zfp389	11	8	3	5	2	8	9	0	10
Zkscan8	3773	3130	3486	3244	1185	1737	3573	2750	3106
Olfr1366	0	0	0	0	6	16	0	0	0
Olfr1535	0	0	0	0	1	28	0	0	0
Olfr1364	0	0	0	5	5	10	0	0	0
Olfr1362	0	0	0	0	6	0	0	0	0
Olfr11	0	0	0	0	3	0	3	0	0
Olfr1361	0	0	0	0	16	14	0	0	0
Olfr1359	0	0	0	0	5	0	0	0	0
Olfr1360	0	0	0	0	0	0	0	0	0
Hist1h2bl	1016	1606	1219	1389	534	753	827	721	951
Hist1h2ai	402	543	417	430	183	122	288	289	375
Hist1h3h	1265	1833	1387	1438	538	1071	1034	871	1317
Hist1h2bm	1773	2017	1819	1480	474	864	959	951	1346
Hist1h4j	1465	2553	1710	2559	800	1553	1405	1383	1904
Hist1h4k	4013	5727	4233	5245	1715	3629	3474	3000	4190
Hist1h2ak	1896	3007	2499	2893	1078	1420	1819	1922	2313
Hist1h2bn	4319	4582	3813	4642	1671	3104	2602	1991	3348
Hist1h1b	6497	7545	6094	3873	1509	2604	2734	2553	3261
Hist1h3i	2091	3101	2199	2861	1095	1856	1570	1221	1702
Hist1h2an	676	1070	735	646	257	533	351	445	586
Hist1h2bp	140	183	173	151	63	114	136	92	149
Hist1h2bq	0	0	0	0	0	0	0	0	0
Hist1h2br	0	0	0	0	0	0	0	0	0
Hist1h2ao	0	0	0	0	0	0	0	0	0
Hist1h2ap	0	0	0	0	0	0	0	0	0
Hist1h4m	0	0	1	0	0	0	0	0	0
Hist1h4n	3093	4998	3298	5299	1538	2929	3061	3014	4120
Mir1983	7	2	0	2	2	0	5	2	2
Zfp184	328	313	341	480	205	336	465	352	449
Pom121l2	9	4	11	3	41	15	8	5	5
Prss16	618	587	487	618	250	411	755	651	806
Hist1h2ah	155	196	165	189	87	81	125	88	165
Hist1h2bk	1109	1593	1233	1415	481	781	821	750	1205
Hist1h4i	1015	1178	930	1171	339	592	758	658	888
Hist1h2ag	436	620	557	478	199	266	299	287	395
Hist1h2bj	3120	4342	3292	2868	1017	1527	2259	2234	2754
Vmn1r188	0	0	0	0	0	0	0	0	0
Vmn1r189	0	0	0	0	0	0	0	0	0
Vmn1r191	0	0	0	0	1	3	1	0	0
Vmn1r192	0	0	0	0	2	0	0	0	0
Vmn1r193	0	0	1	0	0	0	0	0	0
Vmn1r194	0	0	0	0	2	0	0	5	0
Vmn1r195	0	0	0	0	6	0	0	0	0
Vmn1r196	0	0	0	0	1	0	1	0	0
Vmn1r197	0	0	0	0	0	0	0	0	0
Vmn1r198	0	0	0	0	0	0	0	0	0
Vmn1r199	0	0	0	0	1	0	1	0	0
Vmn1r200	0	0	0	0	0	0	0	0	0
Vmn1r-ps103	0	0	0	0	5	0	0	0	0
Vmn1r201	0	0	0	0	4	0	0	0	0
Vmn1r202	0	0	0	0	0	0	0	0	0
Vmn1r203	0	0	0	0	0	19	0	0	0
Vmn1r204	0	0	0	0	9	0	0	0	0
Vmn1r205	0	0	0	0	5	0	0	0	0
Vmn1r206	0	0	0	0	5	0	0	0	0
Vmn1r207-ps	0	0	0	0	0	0	0	0	0
Vmn1r208	0	0	0	0	1	0	0	0	0
Vmn1r209	0	0	0	0	0	0	0	0	0
Vmn1r210	0	0	0	0	0	13	0	0	0
Vmn1r211	0	0	0	0	4	0	0	0	0
Vmn1r212	0	0	1	0	3	14	0	0	0
Vmn1r213	0	0	0	0	7	0	0	0	0
Vmn1r214	0	0	0	0	1	19	0	0	0
Vmn1r215	0	1	1	0	0	0	0	0	0
Vmn1r216	0	0	0	0	0	0	0	0	0
Vmn1r217	0	0	0	0	0	0	0	0	0
Vmn1r218	0	0	0	0	1	0	3	0	0
Vmn1r219	0	0	0	0	4	12	0	0	0
Vmn1r220	0	0	2	0	3	21	0	0	0
Vmn1r221	0	0	3	0	2	0	0	0	0
Vmn1r222	23	3	5	5	1	23	4	0	1
Vmn1r223	0	0	2	0	0	0	0	0	0
4930557F10Rik	121	97	102	62	26	27	39	13	21
4933404K08Rik	0	2	1	10	8	0	1	0	3
4930586N03Rik	44	35	50	30	12	0	36	34	14
Zfp322a	2024	1627	2072	1846	543	779	1908	1472	1861
Abt1	624	601	532	564	235	392	634	518	755
C230035I16Rik	71	20	32	11	14	29	41	38	38
Btn1a1	0	7	10	7	42	44	17	12	15
Btn2a2	15	14	14	23	42	51	30	11	28
Hist1h4h	6405	9079	6609	8737	2659	5517	5806	4748	7300
Hist1h2af	379	716	530	408	159	198	296	362	317
Hist1h3g	1245	1616	1213	1038	421	757	640	719	848
Hist1h2bh	1884	2480	1924	2125	726	1347	1060	982	1351
Hist1h3f	3846	5521	4041	5682	1790	3207	2901	3008	3469
Hist1h4f	7198	10377	7375	8840	3070	6132	5467	4667	6452
Hist1h1d	8103	10493	7715	9333	3145	6508	4624	4171	5828
Hist1h3e	3664	5221	3660	5436	1764	3329	2877	2708	3327
Hist1h2ae	578	1015	795	996	370	569	511	574	668
Hist1h2bg	3073	3602	3039	3538	1247	2407	2414	2250	2522
Hist1h2bf	1546	2189	1700	1569	512	1164	1175	823	1360
Hist1h2ad	239	504	417	324	199	160	212	224	384
Hist1h3d	1595	1725	1379	1679	648	888	920	851	1136
Hist1h4d	13601	18213	12935	20837	6891	12964	12645	11790	15970
Hist1h2be	1465	1690	1556	1416	554	986	930	759	1270
Hist1h1e	8642	12473	9517	9301	3563	6802	7513	7361	9468
Hist1h2ac	317	535	436	483	213	235	319	305	447
Hist1h2bc	1795	2461	2136	1961	745	1255	1876	1956	2253
Hist1h1t	8	0	4	5	9	0	0	5	3
Hist1h4c	4962	7305	5164	8212	2400	5000	5922	5025	7760
Hfe	457	514	473	479	273	349	1203	929	1116
Hist1h1c	13155	17206	12873	16552	6172	9702	15788	14571	18362
Hist1h3c	3285	4346	3252	3767	1316	2457	2249	1947	2716
Hist1h2bb	1772	2345	1879	2110	749	1476	1080	1083	1491
Hist1h2ab	795	1248	958	1295	463	672	643	640	704
Hist1h3b	668	962	704	870	310	524	380	488	477
Hist1h4b	3121	4606	3446	4311	1202	2477	2321	2165	3336
Hist1h4a	4733	6320	4538	6909	2043	3739	3941	3490	5154
Hist1h3a	1828	2200	1654	2305	612	1373	1394	1359	1849
Hist1h1a	2450	3599	2694	4757	1580	3228	2199	2261	2887
Trim38	4	6	4	22	10	21	6	15	10
Slc17a2	5	0	0	0	25	23	6	0	0
Slc17a3	6	1	3	6	35	29	6	6	6
Slc17a1	5	0	3	1	19	26	1	0	2
Slc17a4	6	8	5	1	35	31	11	4	0
Hist1h2ba	3	6	0	110	35	43	52	13	38
Hist1h2aa	0	2	1	103	17	41	35	55	55
Scgn	2227	2712	1945	1248	591	772	560	430	630
Lrrc16a	2408	2250	2309	2374	947	1278	2702	2119	2595
Cmah	1	1	10	6	65	58	30	30	32
Fam65b	70	118	78	105	118	59	78	32	45
Gm11346	0	0	0	0	10	0	0	0	0
Gmnn	716	739	749	767	184	533	556	491	687
BC005537	21006	19052	19472	16927	5581	9581	19594	15029	19107
Acot13	770	772	663	378	128	249	503	496	514
Tdp2	2397	1848	1887	3011	916	1744	2511	1998	2404
D130043K22Rik	801	721	793	709	283	412	689	541	522
4932702P03Rik	2	0	0	3	11	0	5	0	0
Aldh5a1	1522	1555	1541	1195	484	629	1915	1549	1853
9330162012Rik	43	5	10	6	30	15	27	13	15
Gpld1	1109	1095	1046	1155	558	1051	1772	1456	1867
Mrs2	3294	2811	3159	2296	822	1250	2560	1741	2402
Dcdc2a	4	11	12	11	40	30	55	27	25
Nrsn1	2043	2010	1971	1176	518	891	1558	1360	1912
Gm11351	0	0	0	0	3	0	0	0	3
1700092E19Rik	0	0	0	0	4	28	0	0	0
Hdgfl1	0	0	0	0	16	0	4	0	0
Mir3970	0	0	0	0	0	0	0	0	0
Prl	0	1	0	0	10	12	0	0	0
Prl3d1	0	0	0	0	5	0	0	0	0
Prl3d2	0	0	0	0	1	0	0	0	0
Prl3d3	0	0	0	0	2	0	0	0	0
Prl3c1	0	0	0	0	1	0	0	0	0
Prl3b1	0	0	0	0	0	0	0	0	0
Prl3a1	0	0	0	0	1	0	0	0	0
Prl6a1	0	0	0	0	2	0	0	0	0
Prl8a2	0	0	1	0	0	0	0	0	0
Prl2b1	0	0	0	0	1	0	0	0	0
Prl8a6	0	0	2	0	0	0	0	0	0
Prl8a8	0	0	0	0	6	0	0	0	0
Prl8a9	0	0	0	0	3	0	0	0	0
Prl8a1	0	1	3	4	2	0	0	0	0
Prl7b1	0	0	0	0	7	0	0	0	0
Prl7a1	0	0	0	0	4	0	0	0	0
Prl7a2	0	0	0	0	2	0	0	0	0
Prl7d1	0	0	0	0	2	18	0	0	0
Prl7c1	0	0	0	0	2	0	0	0	0
Prl2a1	0	0	0	0	4	0	0	0	0
Prl2c1	0	0	0	0	2	0	0	0	0
Prl4a1	0	0	0	0	3	0	0	0	0
Prl5a1	0	0	0	0	13	0	0	0	0
2610307P16Rik	5	5	5	10	39	1	5	6	11
Mir6368	0	0	0	0	3	0	0	0	0
Sox4	2650	2972	2762	1942	700	1091	1527	1201	1851
A330102I10Rik	2	9	4	0	17	13	0	0	5
Cdkal1	1459	1329	1354	1220	460	866	1402	1196	1471
E2f3	1806	1613	1677	1808	636	1056	1506	1347	1691
Mboat1	1366	1400	1397	1075	359	787	1209	1032	1331
Agtr1a	0	5	8	0	25	9	5	7	6
Uqcrfs1	3829	4316	3739	2819	956	1818	3164	2380	3551
4930519D14Rik	0	0	0	0	0	0	0	0	0
Dusp22	344	428	407	336	145	408	459	453	418
Irf4	1	2	12	6	48	9	10	9	15
Exoc2	2267	2135	2260	2521	833	1563	3208	2762	3032
Hus1b	9	6	14	7	12	12	5	6	6
4930401O12Rik	7	1	3	3	2	0	0	0	0
Foxq1	5	7	4	15	57	16	26	14	29
1700018A04Rik	53	64	79	48	23	37	13	18	11
Foxf2	1492	1518	1801	1081	502	986	798	718	1022
Foxc1	2096	1811	1868	1409	524	803	1022	689	1014
Gmds	1171	997	992	1054	365	785	1352	1027	1268
Mylk4	20	2	2	19	31	4	7	0	6
Wrnip1	2322	2448	2165	2307	840	1352	2610	2407	2673
Serpinb1a	7	3	12	11	13	21	10	2	13
Serpinb1c	99	73	109	165	65	88	209	196	167
Serpinb6b	0	0	0	0	12	28	10	2	2
Serpinb9	218	258	189	89	54	33	294	230	289
Serpinb9b	0	0	1	0	10	0	0	13	1
Serpinb1b	0	3	0	5	11	21	7	12	9
Serpinb9c	0	1	0	0	4	0	0	0	0
Serpinb9d	0	0	1	0	8	0	0	0	0
Serpinb9e	0	0	1	0	7	1	2	0	0
Serpinb9f	0	0	0	4	5	9	1	0	0
Serpinb9g	0	0	0	1	4	0	0	0	0
Gm6093	0	0	0	5	35	20	5	0	0
Serpinb6d	0	0	0	0	13	0	1	0	0
Serpinb6e	0	0	0	0	4	0	0	0	1
Serpinb6c	0	0	1	0	13	0	4	2	0
Serpinb6a	1886	1738	1642	1408	494	731	2027	1458	2170
1110046J04Rik	27	17	7	14	7	3	23	0	29
Nqo2	1001	846	841	580	217	307	684	513	761
Ripk1	2327	1916	1968	2539	799	1424	2646	2111	2591
Bphl	246	301	288	213	93	147	304	178	254
Tubb2a	910	905	934	622	238	599	683	494	652
4930447K03Rik	0	5	6	5	12	0	0	10	0
Tubb2b	37	58	80	99	40	28	88	63	89
Psmg4	144	225	165	136	52	70	273	167	216
Slc22a23	3181	3273	3047	4224	1414	2542	5069	3943	4305
Pxdc1	9	12	3	19	28	83	17	25	24
Gm15908	0	0	0	7	14	0	6	0	0
Fam50b	0	0	1	5	16	0	4	0	0
Prpf4b	7219	4914	6304	7905	2392	3523	8014	6434	6989
Fam217a	0	2	4	5	23	26	1	0	1
4933417A18Rik	0	0	0	0	4	22	1	0	0
Eci3	0	0	2	0	25	0	7	3	0
Eci2	2168	2348	2283	1389	585	1128	2239	1873	2223
1700011B04Rik	0	0	0	0	0	0	0	0	0
1700019C18Rik	0	0	0	0	2	0	0	0	0
Cdyl	791	767	739	960	289	643	1044	671	1186
Rpp40	180	186	179	242	107	93	332	263	370
Ppp1r3g	0	0	0	0	42	32	0	0	10
Lyrm4	780	873	691	790	312	475	845	649	1017
Fars2	634	560	518	603	222	469	752	634	762
Nrn1	24	67	68	12	35	62	26	24	48
F13a1	83	87	57	51	66	19	38	22	41
Ly86	0	2	3	0	14	0	0	2	0
Rreb1	1201	1148	1897	924	543	959	1631	1619	2376
Ssr1	24579	24080	23376	23239	8587	14701	33827	29090	35141
Cage1	57	65	93	83	37	0	176	84	117
Riok1	1576	1199	1416	1829	602	953	1850	1227	1629
Dsp	555	660	554	480	285	346	496	416	388
Snrnp48	1043	558	847	1538	416	955	1369	1044	1230
Bmp6	4	3	2	0	42	0	8	9	3
4930579J19Rik	0	0	1	0	1	6	0	0	0
Txndc5	4997	5565	4859	4948	1972	2976	8730	7666	9566
Bloc1s5	392	563	412	399	165	257	515	413	538
Eef1e1	981	893	812	912	352	567	1242	1145	1278
Slc35b3	632	587	544	525	197	292	820	591	652
5033403F01Rik	32	26	28	22	20	28	37	27	21
Ofcc1	0	1	0	0	27	15	0	0	0
Tfap2a	0	0	1	12	69	20	22	4	0
Gm26688	0	1	0	0	33	0	4	0	0
Gcnt2	4181	4207	3974	3253	1086	1741	2788	2066	2913
Pak1ip1	1586	1772	1736	2020	737	1253	2483	2061	2540
Tmem14c	1021	1264	1149	978	309	538	937	1091	1287
Mak	7	6	18	27	52	0	12	6	19
Gcm2	0	0	1	3	21	13	0	0	0
Elovl2	420	539	540	295	128	216	318	333	402
Smim13	2511	2342	2499	2580	845	1796	2612	2048	2590
Nedd9	1673	1723	1710	3621	1187	2076	3005	2136	2710
Tmem170b	4855	4317	4594	4113	1285	2114	4001	2878	3904
Gm5082	15	5	17	7	32	36	32	4	7
Adtrp	510	424	309	181	80	120	40	28	38
Gm10790	0	2	0	0	7	34	0	0	0
Hivep1	6585	6073	6979	6316	2143	3474	4375	3468	3473
Edn1	0	0	0	3	8	2	6	0	4
Phactr1	2710	2639	2795	2295	903	1716	1208	938	1302
Tbc1d7	825	897	840	494	235	430	807	819	835
Gfod1	439	417	484	496	256	204	349	387	359
Sirt5	208	189	210	171	82	99	252	165	223
Nol7	2812	2548	2565	2355	852	1556	2566	2229	2935
Ranbp9	5429	5038	5145	5605	1901	3611	4577	3924	4900
Mcur1	2327	2268	2113	2159	683	1269	2517	1994	2492
Rnf182	419	456	447	410	174	272	277	236	261
Gm20751	20	3	20	12	10	0	8	0	1
Cd83	0	6	1	5	26	27	15	6	5
Gm5083	6	1	8	4	23	12	5	0	0
A330076C08Rik	0	0	0	6	11	0	3	9	3
1700029N11Rik	0	0	0	3	2	0	0	0	0
Jarid2	3434	3043	3310	2120	856	1388	2084	1352	1903
Dtnbp1	713	847	834	664	317	429	643	628	737
Mylip	1402	1402	1461	1049	375	626	771	577	838
Gmpr	2540	3783	3266	1267	639	830	1354	1092	1656
Atxn1	5813	5879	6275	4244	1430	2636	3270	2582	2847
Stmnd1	0	0	2	8	14	0	0	0	0
Rbm24	0	1	0	5	29	1	1	0	0
Cap2	0	0	9	11	43	37	8	6	1
Fam8a1	1422	1305	1480	1214	506	540	1501	1128	1630
Nup153	8164	7161	7256	9652	2954	5167	9286	7539	9150
Kif13a	1086	1120	1150	1236	565	652	1799	1593	1736
Nhlrc1	45	78	85	96	60	53	86	129	131
Tpmt	219	172	223	168	74	127	153	121	165
Kdm1b	1093	878	903	862	328	320	1396	1168	1195
Dek	11780	10157	10404	11118	3515	6246	9401	7705	10195
Rnf144b	41	27	25	29	75	58	46	52	32
A930002C04Rik	0	9	4	2	16	0	16	4	0
G630093K05Rik	0	4	0	0	16	25	3	0	0
4931429P17Rik	0	0	0	0	13	0	0	0	1
A330033J07Rik	6	1	0	1	29	47	12	1	0
Id4	463	411	444	457	177	184	326	239	343
A330048O09Rik	0	0	0	0	0	12	0	0	0
Zfp169	1289	807	1141	876	356	544	1023	780	819
Mirlet7d	68	26	55	43	11	15	62	33	42
Mirlet7f-1	97	42	54	65	14	22	72	52	53
Mirlet7a-1	4	7	12	12	0	11	11	30	11
Ptpdc1	1745	1538	1560	1483	473	937	1428	1129	1367
Barx1	0	0	1	2	28	11	7	0	0
Phf2	4920	4754	4784	4674	1781	2862	4765	4203	5054
Fam120a	19088	17438	18005	17076	5544	9015	19549	15004	19189
Fam120aos	3473	3466	3048	2298	870	1529	2740	2140	2799
Wnk2	1328	1274	1455	854	474	704	1092	796	1036
Ninj1	578	681	600	624	277	412	639	515	714
1110007C09Rik	565	557	476	511	219	366	748	537	778
Susd3	3	0	0	3	43	36	0	0	0
Fgd3	1	1	2	2	58	69	0	0	0
Bicd2	2914	2763	2957	2320	817	1445	2596	2390	2627
Ippk	1942	1909	1799	2450	826	1254	1823	1390	1807
Cenpp	484	492	423	525	179	280	386	362	398
Ecm2	19	5	9	19	20	43	21	23	15
Aspn	0	0	3	0	4	9	11	2	5
Omd	0	0	0	2	10	13	4	0	0
Ogn	2	10	21	18	8	7	10	14	10
Nol8	2089	1625	1718	3397	1054	1688	4238	3728	4468
Iars	5803	5018	5058	17379	5655	9432	15184	12557	14002
Gm906	0	0	1	1	7	11	1	0	0
2310081J21Rik	0	0	0	0	2	0	0	0	0
Fbxw17	304	235	276	348	138	280	350	237	287
Nutm2	0	0	0	4	17	68	12	2	0
Mir683-1	0	0	0	0	0	0	0	0	0
Mir683-2	0	0	0	0	0	0	0	0	0
Gm904	0	2	0	1	0	0	0	0	2
Gm8765	0	0	0	0	11	21	0	0	0
4930518P08Rik	0	0	0	2	8	0	0	0	0
9430083A17Rik	118	72	67	41	53	42	101	6	60
Spin1	4849	5102	4776	4510	1620	2487	3870	2897	4236
Nxnl2	0	2	2	5	26	0	8	17	5
S1pr3	8	5	4	7	41	29	33	15	7
Shc3	111	134	113	74	36	100	65	67	58
Cks2	1366	1289	1220	907	331	559	827	676	866
Secisbp2	1520	1091	1286	1805	655	851	2213	1650	1909
Sema4d	2125	2014	2037	1119	541	1032	1526	1141	1541
Gadd45g	251	294	197	354	143	118	400	330	429
4921525O09Rik	48	53	58	62	57	54	67	46	27
Diras2	598	442	447	448	150	264	161	184	214
Gm2848	0	0	2	0	12	23	0	0	0
Syk	119	78	118	84	91	99	50	21	35
BB123696	0	3	0	6	26	0	5	0	1
Auh	729	804	820	818	321	546	793	626	858
Nfil3	571	569	536	3283	1078	1839	2594	2209	2968
Ror2	670	690	539	553	267	367	667	472	649
Sptlc1	1514	1695	1445	1358	618	940	1979	1580	1827
Gm2762	191	175	191	128	70	36	75	66	87
Msx2	2	8	17	24	52	0	53	0	19
9530014B07Rik	0	1	1	1	3	0	0	0	0
4930555G21Rik	0	0	0	3	17	0	0	0	0
Drd1	7	2	4	2	28	16	4	0	9
Sfxn1	4524	4508	4562	4052	1363	2674	5001	4214	5491
Hrh2	32	22	28	10	27	52	16	21	15
Cplx2	13136	13652	12447	4917	2213	3312	8681	6622	8597
Thoc3	3193	3390	3183	2977	1107	1792	2476	2273	2900
Simc1	2050	1590	1786	2361	729	1410	2448	1912	2095
4833439L19Rik	14678	15819	14268	9515	3615	6103	11069	9169	11822
Arl10	292	333	307	300	130	45	505	533	518
Nop16	439	418	414	417	185	276	616	697	791
Higd2a	1445	1560	1384	956	318	469	1196	1017	1283
Cltb	3116	3271	2888	2627	1081	2077	3171	2445	3441
Faf2	3942	4173	3936	3800	1398	2075	4697	4222	4930
Rnf44	4653	4187	4160	4307	1371	2411	5117	3939	5003
Cdhr2	51	70	89	50	129	97	68	48	52
Gprin1	2499	3020	2635	2088	777	1091	1715	1577	2160
Sncb	2640	3727	3746	1371	604	1100	978	937	1326
Eif4e1b	0	2	1	7	21	0	3	0	0
Tspan17	468	468	511	253	166	370	343	391	410
Unc5a	2505	2553	2533	1415	636	978	1899	1345	1720
Hk3	10	8	15	25	84	58	34	15	18
Uimc1	1331	1027	1341	1671	541	1040	1553	1027	1276
Zfp346	985	944	964	1557	475	747	1173	1036	1196
Fgfr4	24	46	75	71	137	82	58	43	59
Nsd1	10597	9739	9734	9210	2826	5234	11640	8143	9025
Rab24	1548	1295	1470	1422	471	915	1437	1223	1368
Prelid1	9513	10701	8606	4928	1941	3242	7107	5800	7820
Mxd3	870	720	559	620	243	362	386	330	401
Lman2	9778	10662	9156	9724	3441	6028	13287	11604	14387
Rgs14	5	0	0	4	69	59	10	0	0
Slc34a1	46	38	36	28	90	37	30	6	19
Pfn3	0	0	0	2	11	9	0	0	0
F12	0	0	0	8	83	49	4	0	2
Grk6	1620	1620	1680	1483	625	1223	1560	1106	1366
Mir6943	0	0	0	0	0	0	0	0	0
Prr7	89	119	90	84	72	20	75	66	73
Dbn1	1338	1479	1529	908	438	629	620	493	630
Mir6944	0	0	0	0	0	0	0	0	0
Pdlim7	1289	1073	1204	1140	469	676	1290	962	1078
Mir6945	0	2	0	4	8	0	11	0	0
Dok3	135	60	82	174	83	26	146	107	107
Ddx41	2551	2925	2730	2384	813	1661	2570	2300	2633
Fam193b	2062	1324	1865	1841	662	1109	2479	1732	1728
Tmed9	4206	4815	4230	4985	1743	2832	7082	6212	7718
B4galt7	499	485	469	408	177	185	558	487	583
Caml	1073	1123	1049	1257	459	860	1352	1165	1467
Ddx46	5937	5142	5601	6258	2176	3600	6769	5836	6795
B230219D22Rik	14815	13716	13434	12860	3837	7719	11702	9009	12297
Txndc15	1508	1772	1580	1097	482	700	1496	1054	1431
Pcbd2	314	333	238	189	72	113	248	191	225
Catsper3	19	7	10	11	29	19	10	11	3
Pitx1	7	20	19	20	69	42	27	5	35
H2afy	6931	7430	6840	6006	2058	3634	6213	5088	6715
Tifab	0	0	4	0	33	56	10	0	0
4930550C17Rik	0	0	2	0	32	15	0	0	0
Neurog1	1	0	0	0	26	0	11	0	3
Cxcl14	4	0	6	2	21	24	0	7	0
Gm10782	0	0	0	4	23	0	10	0	0
Slc25a48	0	0	1	5	38	25	16	6	2
Il9	0	0	0	1	4	0	1	0	0
Fbxl21	25	56	58	24	22	27	43	31	30
Lect2	0	0	0	0	11	15	0	0	0
Tgfbi	29	61	55	70	83	103	99	98	99
Smad5	4980	4822	5022	5484	1689	2612	5325	4554	5138
Trpc7	1	1	4	2	59	50	7	3	4
Spock1	4135	4063	4042	2129	791	1371	2369	1964	2505
Klhl3	73	25	18	27	63	40	28	24	4
Mir874	0	0	0	0	4	0	0	0	0
Hnrnpa0	8035	8463	7765	6880	2189	3480	6830	5945	8148
1700066J03Rik	4	11	10	1	4	0	0	0	0
Idnk	592	511	558	430	151	209	649	340	539
Ubqln1	8804	9477	8603	9660	3152	6155	10464	8693	11110
Gkap1	1253	1125	1062	1386	441	992	1520	1189	1433
Kif27	227	175	200	262	146	259	218	223	255
Mir6369	0	0	0	0	4	0	0	0	1
2210016F16Rik	1269	1360	1116	1136	348	782	1415	1154	1441
Hnrnpk	25607	24050	24114	21284	7261	12567	24578	20643	26266
Mir7-1	141	76	133	83	24	39	121	80	54
Rmi1	1193	1077	1119	969	364	489	1124	837	1028
Slc28a3	0	0	3	7	36	44	15	9	1
4930455J16Rik	0	0	2	0	4	0	0	0	0
Ntrk2	21762	22743	23021	14009	4985	8881	13716	10285	13215
Agtpbp1	5216	4809	4856	4786	1663	3297	4428	3490	4098
A230056J06Rik	22	3	9	0	16	33	2	6	3
Naa35	2797	2733	2741	3102	866	1905	2743	2276	2718
Golm1	1189	1119	1105	924	337	555	1171	913	1302
4921517D22Rik	0	0	0	0	20	15	0	0	1
Spata31d1a	11	0	0	3	18	15	13	0	0
Spata31d1b	0	0	2	5	22	46	4	0	0
Spata31d1d	11	0	0	0	31	32	17	0	3
4930528D03Rik	0	0	0	3	18	17	2	0	0
Isca1	3688	3720	3631	2776	903	1831	3247	2561	3309
Etohd2	239	201	248	228	121	123	357	223	261
Zcchc6	5034	4013	4845	4806	1505	3126	5136	4483	5175
A530065N20Rik	0	0	4	4	6	0	1	0	0
Gas1	86	65	78	49	64	72	44	47	35
Gm5084	0	2	2	10	18	0	1	0	5
Dapk1	1087	1029	1153	671	380	520	701	573	645
BC051665	0	0	0	0	6	27	0	0	0
Ctsll3	0	0	0	0	4	0	0	0	0
4930486L24Rik	0	0	0	0	4	0	2	10	0
Ctla2b	0	0	0	0	5	0	0	0	0
Tpbpb	0	0	1	0	3	11	0	0	0
Ctla2a	0	0	0	0	5	0	0	0	0
Tpbpa	0	2	0	0	4	0	0	0	0
Ctsj	0	2	0	7	5	0	0	0	0
Ctsq	10	0	0	0	7	0	1	0	0
Ctsr	0	0	0	0	2	0	0	0	0
Cts6	0	1	3	0	19	0	1	0	1
Cts8	0	0	0	0	7	20	5	0	0
Cts8-ps	0	0	0	0	19	0	0	0	0
Cts7	0	1	0	0	3	0	0	0	0
Ctsm	0	0	0	0	4	0	0	0	0
Cts3	0	0	1	0	3	0	0	0	0
BC052688	2	0	3	0	2	0	0	2	0
Zfp808	268	242	278	231	90	168	291	250	345
