Geneid	KRS7_37_PCCL3_1_DMSO	KRS7_40_PCCL3_2_DMSO	KRS7_43_PCCL3_3_DMSO	KRS7_38_PCCL3_1_Tg6h	KRS7_41_PCCL3_2_Tg6h	KRS7_44_PCCL3_3_Tg6h	KRS7_39_PCCL3_1_Tg24h	KRS7_42_PCCL3_2_Tg24h	KRS7_45_PCCL3_3_Tg24h
Pth2	0	0	0	0	0	0	0	0	0
Cldnd2	0	0	0	0	0	0	0	0	0
Kctd15	834	781	1106	566	306	1086	750	419	1207
Lrrtm2	0	0	0	0	0	1	0	0	0
Glyctk	338	261	156	126	45	65	156	53	192
Gstz1	695	489	656	418	196	323	489	266	567
Dmrtc2	0	0	0	0	0	0	0	0	0
Gpr75	0	0	0	0	0	0	1	0	0
RGD1305807	8	0	4	6	0	0	4	1	5
Smim17	2	0	0	0	0	0	3	0	0
Tmem47	0	0	0	0	0	0	0	0	0
Tsen54	496	395	478	352	115	406	375	182	524
Mab21l1	0	0	0	0	0	0	0	0	0
Atg10	191	120	115	76	42	64	135	100	161
Pfn3	0	0	0	0	0	0	0	0	0
Lrr1	100	145	46	50	70	28	7	7	20
Tulp4	2811	2504	2532	3230	2772	4426	2312	2784	3176
Vnn3	1	4	1	0	0	3	6	1	21
Tmem200a	0	0	0	0	0	0	0	0	0
RGD1559896	3182	2290	1784	2639	1220	1976	3027	1860	2503
Spata2L	105	146	121	299	149	371	237	193	236
Marveld3	0	0	0	0	0	0	0	0	0
Phlpp2	787	726	710	797	560	942	628	546	820
Astn2	0	0	6	0	0	2	3	0	2
Hmcn1	3	2	1	0	2	4	1	2	0
Vps18	1131	830	1125	1055	382	1208	1254	699	1682
Acoxl	5	0	5	1	1	1	13	0	1
Arhgef40	3355	2550	1982	2090	780	1193	2188	1277	1820
Vwce	0	0	0	0	0	0	1	0	1
Stxbp5l	0	0	0	0	0	0	0	0	0
Tmem120b	1533	1355	1042	846	320	806	788	487	689
Onecut1	0	0	0	0	0	0	0	0	0
Hist1h2bl	41	51	21	25	27	16	11	3	19
Bbox1	0	0	0	0	4	0	0	0	0
Arf5	1926	1640	1323	1736	576	1291	2197	1019	2068
Fgfr1	4486	3862	4202	2596	1601	2658	4200	3168	4603
Mvp	1420	893	1305	2489	975	1620	2249	1520	1779
Aqp9	0	1	2	0	2	0	0	0	0
Adgrl1	3443	3738	2629	3141	1761	3057	2886	2101	2682
Mug1	0	0	0	0	0	1	0	0	0
Csnk1g2	2427	2381	1827	2707	980	2442	2586	1532	2691
Zfp238	1860	1522	1994	2844	1832	3543	2031	1870	2448
Vti1a	572	361	481	596	419	411	576	607	708
RGD1304704	3579	3067	3254	3436	2957	2308	4282	3977	4345
Tspan4	39	1	37	16	5	0	11	6	1
Peg3	3	0	1	0	0	0	4	0	0
Spetex-2H	0	0	0	0	0	0	0	0	0
Spetex-2D	0	0	0	0	0	0	0	0	0
Cmss1	348	402	417	293	294	254	300	236	522
Cadm2	20	13	13	10	11	11	12	1	8
Gkn2	0	1	0	0	0	0	0	0	0
Spetex-2G	0	0	0	0	0	0	0	0	0
Nat6	1158	927	662	731	389	661	1266	816	1515
Smpd5	0	1	0	0	0	0	0	0	0
Rogdi	851	711	548	421	311	317	864	696	598
Adss	15833	12500	9745	22484	13851	14936	17158	16819	14555
Uhrf1bp1l	2711	2548	3382	7401	7382	10711	5956	6590	7382
Smarcd1	1640	1329	1174	1039	672	1210	1000	727	1253
Bcdin3d	121	93	76	39	26	72	102	31	116
Coch	0	0	0	0	0	0	0	0	0
Dusp8	308	360	320	1445	912	2111	569	445	646
Cyp2r1	126	170	70	43	76	41	70	38	69
Faap20	299	250	301	247	61	209	354	146	460
Angel1	668	565	646	215	97	241	860	408	953
Eps8l2	4679	3065	3665	2577	1346	2298	2486	1775	2890
Olr1605	0	0	0	0	0	0	0	0	0
Olr1606	0	0	0	0	0	0	0	0	0
Olr1607	0	0	0	0	0	0	0	0	0
Rgcc	204	182	224	111	64	201	141	54	206
Kcnb2	0	0	0	0	0	0	0	0	0
Myt1l	0	0	0	1	0	0	0	0	0
Dusp6	165	95	136	354	98	291	326	134	484
Ecm1	32	24	34	10	5	12	31	6	21
Ptprn	2801	3839	4787	5383	3277	7094	14229	10194	13851
Lman1	2209	2031	2599	4488	3726	4985	5012	4662	5351
Cplx2	113	63	95	93	84	100	65	57	57
Pla2g16	1	0	4	0	0	0	4	0	0
Gnaz	2	1	0	0	0	0	0	0	0
Cpt1b	167	116	167	252	100	319	168	96	239
Hebp2	694	489	524	353	120	215	677	293	558
Masp1	0	0	0	0	0	0	0	0	0
Fam3d	0	1	0	4	0	0	3	1	0
Uts2	0	0	0	0	0	0	0	0	0
LOC498460	0	0	0	0	0	0	0	2	0
Farsa	1475	1423	1485	1811	935	1843	1818	1273	1928
Robo2	0	0	0	0	0	0	0	0	0
Col3a1	0	0	0	0	0	0	0	0	0
Calb1	0	0	0	0	0	0	0	0	0
Hao2	0	0	0	0	0	0	0	0	0
Trpv1	23	13	25	12	13	14	35	13	44
Ctnnb1	16118	12987	14031	13201	5322	11442	10348	6313	12111
Acsm3	0	0	2	0	0	0	0	0	0
Chn2	377	369	507	163	261	274	281	348	467
Smarcd2	2440	2541	1751	1707	970	1484	2246	1377	1817
Nsfl1c	2339	2025	2313	2536	1796	2320	3122	2914	3805
Gal	0	0	0	0	0	0	0	0	0
Akt1	5380	5314	3392	2896	1672	2719	3526	2558	3732
Bpifa2	0	0	0	0	0	0	0	0	0
Psmc2	3151	2463	2834	4051	2307	2557	3509	2358	3532
Hbb	0	0	0	0	0	0	0	0	0
Dnaja2	4728	4135	5175	5821	4828	5057	4904	5247	5956
Ryr2	3	6	0	3	2	1	0	0	0
Psmd1	7362	8044	6399	8633	6721	7713	7605	7973	8046
Otx2	0	0	0	0	0	0	0	0	0
Gins3	379	510	217	294	297	146	165	208	248
Wdr33	1306	1034	1208	1423	676	1349	1046	713	1216
Epb41l4a	1232	1006	806	571	480	662	572	452	876
Olr1624	0	0	0	0	0	0	0	0	0
Olr1625	0	0	0	0	0	0	0	0	0
Olr1626	0	0	0	0	0	0	0	0	0
Olr1627	0	0	0	0	0	0	0	0	0
Olr1629	0	0	0	0	0	0	0	0	0
Olr1630	0	0	0	0	0	0	0	0	0
Olr1608	0	0	0	0	0	0	0	0	0
Olr1609	0	0	0	0	0	0	0	0	0
Olr1610	0	0	0	0	0	0	0	0	0
Olr1612	0	0	0	0	0	0	0	0	0
Olr1614	0	0	0	0	0	0	0	0	0
Olr1615	0	0	0	0	2	0	0	0	0
Olr1616	0	0	0	0	0	1	0	0	0
Olr1617	0	0	0	0	0	0	0	0	0
Olr1619	0	0	0	0	0	0	0	0	0
Olr1620	0	0	0	0	0	0	0	0	0
Olr1622	0	0	0	0	0	0	0	0	0
Olr1631	0	0	0	0	0	0	0	0	0
Olr1632	0	0	0	0	0	0	0	0	0
Olr1635	0	0	0	0	0	0	0	0	0
Olr1633	0	0	0	0	0	0	0	0	0
Orc3	1141	737	1111	712	576	710	857	712	1150
Rmrp	14	16	12	70	130	8	16	192	18
Tarsl2	1867	1783	1350	1218	1581	1142	1013	1661	1129
Uhrf2	997	901	676	512	301	390	561	386	610
Gldc	27	42	1	4	15	3	0	0	0
Pamr1	0	2	4	0	1	0	0	1	2
Slc24a5	2	0	2	3	0	0	1	0	0
Rasgrp3	562	252	1012	3120	1518	3366	457	385	1018
Dbndd1	0	0	0	0	0	0	0	0	0
Dtwd1	210	156	219	209	79	157	254	99	344
Rnase10	1	0	0	0	1	0	0	0	0
Olr1637	0	0	0	0	0	0	0	0	0
Ang	56	30	42	26	18	26	56	30	55
Rnase1l1	0	0	0	1	0	0	0	0	0
Rnase6	0	0	0	0	0	0	0	0	0
Ang2	0	0	0	0	0	0	0	0	0
Rnase1l2	0	0	0	0	0	0	0	0	0
Tmem126a	487	402	590	528	452	353	531	502	701
Rnase17	0	0	0	0	0	0	0	0	0
Oxtr	1	0	3	2	0	3	0	0	1
Tnfrsf11b	0	0	0	0	0	0	0	0	0
Nfya	892	816	672	450	281	531	546	375	623
Npy5r	0	0	0	0	0	0	0	0	0
Npr3	0	0	2	1	3	0	1	0	5
Ninj1	1209	1110	2096	2986	853	3226	4528	1885	6238
Cyp1b1	0	0	0	0	0	0	0	0	0
Mmp7	0	0	0	0	0	0	0	0	0
Mgp	1	1	0	0	0	0	0	0	0
Rnase13	7	4	0	1	0	0	1	0	1
Tubal3	0	0	0	0	0	0	0	0	0
Hist1h2bo	21	14	9	8	15	9	14	3	12
Med10	747	531	729	970	318	685	931	412	910
Olr1638	0	1	0	0	0	0	0	1	0
Hnrnpc	0	0	0	0	0	0	0	0	0
Wnt9a	319	306	234	139	80	146	312	132	285
Mrpl55	543	351	623	457	163	284	541	203	698
Cldn2	9	4	3	0	0	0	4	3	1
Map3k7	153	143	119	156	56	190	121	74	122
Sppl2a	898	790	752	820	412	616	811	539	1043
Rpl23a	27111	11676	27246	24551	9044	12526	30623	12879	33196
Eml4	2247	1877	1932	1466	1525	1921	1385	1354	1530
Limk2	819	726	866	780	321	759	747	312	827
Olr1639	0	0	0	0	0	0	0	0	0
Olr1640	0	0	0	0	0	0	0	0	0
Olr1641	0	0	0	0	0	0	0	0	0
Olr1642	0	0	0	0	0	0	0	0	0
Olr1643	0	0	0	0	0	0	0	0	0
Olr1644	0	0	0	0	0	0	0	0	0
Olr1645	0	0	0	0	0	0	0	0	0
Pik3r1	969	831	862	1950	2098	1966	1464	1784	1811
Actg2	6	1	7	9	16	3	0	1	1
Olr1646	0	0	0	0	0	0	0	0	0
Cdc40	1197	981	1185	1330	914	1227	1319	1058	1588
Ccdc102a	692	731	548	439	336	555	443	458	510
Mppe1	0	0	0	0	0	0	0	0	2
Fech	1634	1696	1154	768	926	683	1267	1371	1457
Adamts19	0	0	0	0	0	0	0	0	0
Prr16	0	0	0	0	0	0	0	0	1
Peli3	94	46	65	61	35	44	136	35	109
Gsdmd	34	17	18	22	4	3	12	7	10
Psmb11	7	1	5	2	0	1	3	6	5
Gorab	382	378	424	561	494	664	433	535	618
Iah1	2174	1361	1395	906	295	500	668	296	1041
Mad2l1	1609	1951	1028	1256	1177	724	440	267	828
Acbd7	0	3	0	0	0	1	0	0	0
Fgf17	0	0	0	0	0	0	0	0	0
Men1	1581	1388	1445	2437	1085	2616	2189	1276	2168
Serpine2	0	0	0	0	0	0	4	2	0
St13	6218	5045	6230	6494	6299	5618	6300	8232	7127
Gstm7	105	55	29	48	24	5	63	24	17
Ssr3	6648	5985	6624	17137	11207	15020	13868	10972	15900
Rpl10	20178	10894	22986	26285	5702	18179	33136	9523	44866
Pros1	4597	3720	5886	4200	3432	5000	6152	4622	7973
Prep	2873	2797	3117	3483	1670	3456	3355	2244	3525
Fads2	18708	20172	9734	11717	14157	7565	25851	24319	16139
Mir466c	0	0	0	0	0	0	0	0	0
Mir497	0	0	0	0	0	0	0	0	0
Nin	0	2	1	0	0	3	2	0	2
Fkbp3	2172	2467	1917	2077	2313	1459	2005	2747	1800
Mir362	0	0	0	0	0	0	0	0	0
Mir105	0	0	0	0	0	0	0	0	0
Mir1224	0	0	0	0	0	0	0	0	0
Zfhx2	97	142	73	116	165	100	146	118	90
Rbm42	1513	1213	1390	1961	466	1758	2115	706	2522
Ggt5	1	2	0	2	6	0	1	0	9
Cpne6	0	0	0	0	0	0	0	0	0
Klhdc2	2042	1761	1640	2065	1262	1693	2008	1477	2103
Camk1g	317	302	45	48	50	15	0	0	6
Cox8c	0	0	0	0	0	0	0	0	0
Rhbg	1985	1669	1903	1233	381	1453	980	392	1877
Ston1	370	185	139	110	50	88	23	23	21
Rhcg	0	0	0	0	0	1	0	0	0
Hax1	1156	761	1354	2076	960	1095	1900	1076	2165
Prss27	0	0	0	0	0	0	0	0	0
Cxcl11	9	3	10	66	21	2	19	5	24
Nadsyn1	309	288	161	115	95	80	319	225	301
RT1-DOa	12	14	9	0	0	0	7	1	13
Myrip	100	134	113	56	54	37	37	52	36
Tnfaip1	10599	8165	10777	15312	7232	15057	13319	8547	13918
Rhebl1	189	141	170	81	32	78	163	62	205
Acbd3	3008	2915	3534	6065	6089	6599	4232	4887	4767
Tm9sf1	1417	1032	1375	1043	380	1114	1712	884	1983
Slc6a5	1	0	0	0	0	1	2	0	4
Scgb2a2	0	0	0	0	0	0	0	0	0
Mup5	0	0	0	0	0	0	0	0	0
Fcar	0	0	0	0	0	0	0	0	0
Pgpep1	2271	1815	2344	1680	843	1747	3298	2322	4378
Xirp2	0	0	0	0	0	0	0	0	0
Pgap1	956	875	717	355	336	305	601	549	701
Tepp	0	0	0	0	0	0	1	0	0
Cyp24a1	0	0	0	0	0	0	2	5	3
Ltb4r2	0	0	0	0	0	0	0	0	0
Ltb4r	0	0	0	0	0	0	0	0	2
Cbr3	233	212	122	151	68	78	355	214	250
Il6r	95	75	184	143	66	130	229	116	245
Syn3	19	14	7	14	5	11	16	8	20
Acadm	2223	1640	1505	1714	1571	947	2331	2157	2508
Cbln3	8	11	1	4	4	1	5	7	5
Ugt1a6	20	28	10	15	23	21	42	52	30
Pax2	86	99	21	20	15	23	44	32	60
Mcpt8l2	0	0	0	0	0	0	0	0	0
Nfatc4	78	53	48	50	24	21	58	31	61
Ngdn	1005	733	843	1011	465	760	1186	746	1354
Mcpt9	0	0	0	0	0	0	0	0	0
Robo1	1	0	0	0	0	0	0	1	0
Top2a	20592	29896	9290	12771	22543	6903	1213	1347	5185
Nop58	6087	5598	6756	10743	8211	8654	5888	6369	8183
Cntn3	0	0	0	0	0	0	0	0	0
Nr4a2	197	263	116	1263	4500	1063	590	1639	653
Olr1301	0	0	0	0	0	0	0	0	0
Olr1295	0	0	0	0	0	0	0	0	0
Krt36	1	0	0	0	0	0	0	0	0
Tmem170b	114	110	121	158	80	185	122	53	145
Trpm2	236	237	54	64	28	25	31	26	12
Slc30a4	4163	4145	4065	3961	3497	4783	4120	4060	5075
Cited1	0	0	0	1	0	0	0	0	0
Ndufaf6	244	217	295	369	138	289	170	81	171
Timm9	619	418	1010	730	267	794	741	365	957
Dhx34	457	419	384	289	134	312	366	214	443
Phf20l1	1791	1928	2000	1447	1616	1358	1590	1838	1791
Dlgap3	0	1	0	0	0	0	0	0	0
Smad7	2153	2084	1494	1412	631	1500	370	229	696
Acta2	0	1	3	12	1	8	2	0	0
Nptxr	2426	2560	3197	3814	1970	5359	1961	1119	1456
Slc16a3	3171	2028	1223	3889	1030	1624	4682	1755	2846
Dlat	938	943	1050	999	649	1124	1127	910	1381
Dbn1	4113	3223	2477	3703	1872	2853	2944	2291	2511
Erap1	4203	4197	4379	3804	2879	3657	2880	2625	3386
Fabp7	0	0	0	0	0	0	0	0	0
Sumo3	1460	1184	1357	1116	624	838	1167	849	1582
LOC499331	677	959	877	1143	779	1639	974	739	1192
Srms	0	0	0	0	0	0	0	0	0
Alpl	1553	1383	962	503	611	447	805	576	570
Galr1	0	0	0	0	0	0	0	0	0
F3	8510	5816	6679	4023	2837	5335	1270	885	2106
Fgf9	199	143	144	194	129	149	279	197	362
Trhr	0	0	0	0	0	0	0	0	0
Tmod1	427	346	362	421	233	533	405	327	783
Timm17b	7	0	6	5	0	2	10	2	10
Fam83b	239	384	190	98	189	137	146	305	305
Myh8	0	2	0	0	0	0	0	0	0
Adh6	0	0	0	0	0	0	0	0	0
Mrpl2	700	511	634	532	294	376	732	536	799
Vps37a	929	898	1039	1946	1383	1896	1448	1403	1851
Lrrn1	0	0	0	0	0	0	0	0	0
Aup1	1540	1419	1947	1868	985	2384	2351	1515	2528
Cog2	933	734	705	989	472	770	940	575	994
Magea4	0	1	0	5	0	0	1	0	0
Nkain3	0	0	0	0	0	0	0	0	0
Lce1l	0	0	0	0	0	0	0	0	0
Phf14	2843	2399	2299	3547	3363	2564	2187	2278	2524
B3galt2	0	0	0	0	0	0	0	0	0
Fbxo27	0	0	0	0	0	0	0	0	0
Esd	1120	649	778	534	270	265	913	484	900
Rn18s	0	0	0	0	0	0	0	0	0
Bms1	2239	2141	2292	2178	2417	2251	1949	2702	2360
Snx9	2338	2137	1835	1785	1458	1720	1943	2253	1676
Slc35e1	1789	1652	1504	3568	1731	2960	3271	2090	3220
Unc45b	2	0	0	1	4	2	3	0	3
Olr1	2	0	5	9	28	12	1	6	5
LOC100364769	0	1	0	0	0	3	0	0	0
LOC100363867	0	0	0	0	0	0	0	0	0
Clec2e	0	0	0	0	0	0	0	0	0
Dleu7	0	0	0	0	0	0	0	0	0
Veph1	0	0	0	0	0	0	0	0	0
Fam188a	316	269	292	369	234	319	502	417	533
Ucma	6	0	2	0	0	0	0	0	1
Usp6nl	970	935	820	1058	1013	954	888	799	989
Sec24b	2089	2126	2150	2201	2547	3148	2005	2779	2376
Elovl3	0	1	0	0	0	0	0	0	0
Ldb1	2838	2379	1924	1902	1161	1723	2635	1822	2469
Egr3	4	8	2	2	7	6	28	11	25
Cyp19a1	0	0	19	0	0	6	7	1	2
Nefm	2	1	0	0	0	0	0	0	0
Xkr6	174	144	92	121	249	138	121	119	97
Mir208a	0	0	0	0	0	0	0	0	0
Mir206	0	0	0	0	0	0	0	0	0
Mir204	0	0	0	0	3	0	0	0	0
Mir205	0	0	0	0	0	0	0	0	0
RGD1307752	2058	1710	2612	3504	1952	2988	3488	2780	3602
Msra	50	27	30	32	7	37	34	33	49
Mir17	0	0	0	0	0	0	0	0	0
Selenos	1193	748	1304	3556	1463	2648	3175	1973	3064
Sgpl1	5175	4083	4452	6294	3248	5438	5624	4379	7700
Brinp2	0	0	0	0	0	0	0	0	0
Parm1	3455	2337	1770	4904	8019	4800	2394	3517	2661
Eaf2	2	1	0	2	0	1	3	4	3
Aqp11	33	21	16	0	2	8	18	10	10
Pcdhb12	162	89	68	51	39	21	138	120	80
Wfdc2	902	500	740	525	154	261	331	88	417
Ache	69	35	34	29	8	8	61	28	46
Csn1s2b	0	0	0	0	0	0	0	0	0
Hmgcs2	284	150	62	30	11	4	3	5	0
Cyp2d3	5	1	0	3	0	2	2	0	1
Clcnkb	19	7	18	22	5	14	24	7	36
Tubb5	31001	27070	16310	27083	9765	15871	14346	7574	13484
Synb	0	0	0	0	0	0	0	0	0
Kxd1	623	555	512	410	330	386	698	505	742
Ctnnbl1	1547	1284	1283	1688	1232	1040	1505	1615	1657
Sp110	863	640	518	856	416	398	748	559	627
Pus10	250	192	270	247	102	251	219	110	215
Reep4	748	1053	538	497	341	539	618	422	683
Cdcp1	0	0	0	0	0	1	0	0	0
Chchd3	2442	1804	3133	2398	2101	2394	2692	2734	3404
Atrip	287	271	225	249	191	274	259	223	315
Irf5	0	0	0	0	0	0	0	0	0
Rpa3	797	497	418	634	258	228	463	140	446
Prrt2	2	0	0	0	0	0	0	0	0
Tmem9	966	877	555	546	178	347	642	274	603
Satb1	0	0	0	0	0	0	0	0	0
Plac9	3	0	0	0	0	0	0	0	3
Zcchc24	0	0	0	0	0	0	0	0	0
Cdc14b	417	366	325	423	322	360	364	293	395
Hnrnph3	69	63	73	125	189	50	64	104	71
Kdm2a	5048	3821	3989	6124	4245	5150	5785	5035	5950
Zmiz1	8653	7772	6047	7100	7472	5947	4269	5622	4885
Naxd	713	473	814	741	331	714	889	387	1033
Alg11	1376	1089	1333	1406	495	1024	1470	877	1480
Zic5	0	0	0	0	0	0	0	0	0
Ndfip2	826	653	892	1380	633	1239	1457	987	1800
Hdac1l	37	32	21	35	20	14	35	16	14
Vamp7	1014	849	1026	706	576	545	1163	1134	1369
Cdc5l	3305	2810	3122	3881	3343	3406	2700	3048	3663
Trpc1	204	143	106	345	205	149	215	162	193
Prmt3	1162	1080	1708	714	330	1174	1303	733	2076
Ddx52	1500	1441	1427	1597	1293	1409	1099	1089	1503
Ddx39a	1541	1634	2040	2146	763	2270	1845	1228	2434
Cysltr2	0	1	0	0	0	0	0	0	0
Il24	1	5	18	20	8	7	36	18	46
Samsn1	9	2	4	9	2	1	1	8	1
Rb1	1184	1151	1019	1275	1190	1150	1256	1037	1324
Baiap2l1	3446	3121	2567	2600	2949	3285	1800	2048	1833
Prkx	1678	1357	1522	2489	1708	2518	2387	1943	2365
RGD1560455	0	0	0	0	0	0	0	0	0
Gpr174	0	0	1	0	2	0	0	0	2
Clmn	4885	3534	3208	2739	1698	1874	724	563	929
Serpina9	0	0	0	0	0	0	0	0	0
Cpsf2	3480	3175	3351	3401	2385	3431	3232	3187	3490
Ttc8	628	532	332	392	309	163	535	467	387
RGD1310769	862	739	573	680	468	485	966	661	912
Batf	10	9	28	29	29	22	82	82	151
Ssc5d	5	10	5	33	41	29	164	111	165
Zfp865	124	109	74	69	45	54	90	71	126
Lats1	3712	3601	4103	5701	4883	6318	4039	4378	4859
Pcyox1l	1	2	7	0	0	1	11	2	14
Gpr137c	3	1	0	1	0	0	0	0	0
Copa	9723	7303	9216	25913	11415	22678	20063	12360	25604
Pole2	145	208	48	82	107	58	34	28	60
Kctd4	0	0	3	0	0	5	12	0	14
Fkbp5	1623	1508	1537	1213	1096	1431	1375	1226	1723
Trub1	813	711	919	370	217	340	568	353	612
Adamtsl4	69	28	38	32	2	27	47	11	58
Mrpl48	1120	703	1116	838	369	662	674	490	965
Prcp	2098	1596	1813	1693	1271	1395	2212	1565	2224
Tmem126b	594	342	645	404	73	229	593	176	767
Akap11	1498	1406	1811	2335	2007	2388	2209	1970	2345
LOC102550396	0	0	0	0	0	0	0	0	0
Kbtbd6	0	0	0	0	0	0	0	0	0
Gsx2	0	0	0	0	0	0	0	0	0
Urm1	452	424	415	448	211	388	436	223	456
Rnasek	1443	871	1569	1408	357	1139	2507	1120	3070
LOC100363289	6	1	7	5	3	1	8	3	7
Mir224	0	0	0	0	0	0	0	0	0
Fras1	1223	933	703	527	328	365	223	121	240
LOC306079	1	0	8	3	8	0	4	4	4
Helz	2578	2370	2455	2697	3009	2904	2716	3172	2911
Fmnl1	31	31	11	8	4	7	13	3	0
Pcdh9	0	1	0	0	0	0	0	0	0
Ndrg3	460	440	473	557	360	482	431	352	578
Trim5	2192	1678	1795	1690	1465	1397	2027	1625	2076
Setsip	6	0	5	4	7	0	0	13	3
Zdhhc15	175	139	96	30	20	25	44	21	58
Trmt13	439	333	512	723	673	893	444	473	576
Rhod	490	372	452	501	124	286	509	186	620
Phgr1	0	0	0	0	0	0	0	0	0
Klf5	152	192	278	149	267	298	164	339	235
Zfp518a	1026	945	869	589	697	670	649	751	855
Wsb1	3762	2639	4842	7141	3317	7945	4213	2391	8810
Palmd	161	91	93	81	49	46	13	23	22
Dclre1b	1251	1402	838	651	752	554	733	872	828
Cd5l	0	0	0	0	3	0	0	0	0
Pex11b	558	449	509	414	112	372	716	270	724
Nudt21	1738	1251	1589	1784	800	1342	1246	730	1532
Ap5z1	1175	1048	1138	915	429	1162	1592	1048	2520
Abca17	102	53	39	18	32	17	12	12	18
Trim29	20	11	25	12	3	2	0	1	1
Tecta	0	0	0	0	2	0	0	0	1
Vsig2	4	1	4	1	0	0	0	0	0
Trim52	0	0	0	0	0	0	0	0	0
Slitrk1	0	0	0	0	0	0	0	1	0
Cln5	291	182	233	139	50	99	324	212	362
Tprkb	4	0	9	4	15	0	6	5	5
Cdc27	4421	4747	4245	6049	6065	5347	4337	5018	4809
Lilra5	0	0	0	0	0	0	0	0	0
Slc11a1	0	2	0	0	0	0	2	3	5
Wwtr1	1184	1047	815	1654	986	1494	977	708	978
Slitrk5	0	0	0	0	0	0	0	0	0
Mir329	0	0	0	0	0	0	0	0	0
Mir336	4	7	3	1	0	1	1	4	7
Mir331	4	0	1	2	0	2	3	0	2
Mir330	1	1	0	0	0	0	0	0	0
Mir350	0	0	0	0	0	0	0	0	1
Zfp467	785	779	718	396	225	330	866	797	1060
Rhbdf1	1450	1113	908	1089	260	904	717	352	751
Adam9	3114	2607	2212	2176	1707	1681	2709	2564	2824
Sphk1	84	86	63	156	30	84	212	71	175
Ddc	1	0	0	2	0	0	0	0	1
Smarca5	5376	5806	3990	7558	10412	5492	5331	7675	5671
Oxgr1	0	0	0	0	0	0	0	0	0
Rpp38	171	146	233	136	38	192	157	88	251
Rap2a	52	69	40	52	14	36	55	31	48
Stx11	34	13	19	112	42	48	23	17	19
Rbms2	2751	2125	2129	2244	1886	1668	2174	2325	2264
Magohb	393	332	339	379	332	208	515	406	670
Tmem223	368	248	155	169	68	77	246	92	156
Usp33	4089	3336	4903	7712	5142	8287	4601	3827	6439
LOC100909539	309	115	314	540	79	180	872	205	814
Dzip1l	21	5	5	2	0	1	11	3	5
Tcea1	3683	3261	4160	4215	3991	3395	3797	3570	4851
Gatad2a	3869	4177	3197	4030	2322	3953	2936	2339	3546
RGD1311847	643	521	560	378	172	290	531	350	644
Isyna1	2691	3220	1947	3746	1352	4890	5907	3597	4954
LOC498933	0	0	0	0	0	0	0	0	0
Fgd1	619	628	402	500	286	418	588	361	515
Ccdc105	0	0	0	0	0	0	0	0	0
Tnfrsf9	637	369	555	1028	307	541	310	223	326
Zic2	37	16	32	6	9	1	29	36	28
Ggact	337	258	258	154	56	107	202	77	209
Parl	2245	1701	2582	1518	845	1364	1604	1022	2197
Slk	8692	9124	16012	18627	39018	29562	10230	19182	18776
Syt5	166	319	121	117	87	91	64	36	75
Milr1	0	0	1	0	0	0	0	0	0
Rgs5	0	0	0	0	0	0	0	0	0
Slc14a1	71	40	84	74	18	47	351	158	113
Ldah	1449	1160	1297	981	772	871	1242	991	1416
Grtp1	183	153	131	100	50	43	118	62	144
Rad23b	11770	9862	14220	17644	14018	14407	14469	16947	14574
Gpalpp1	488	410	491	787	1303	773	666	884	693
Hapln2	127	83	67	145	35	72	360	103	228
Guca2b	0	0	0	11	5	2	16	22	12
Entpd1	20	10	7	5	3	3	7	8	8
Slc26a1	0	0	0	0	1	0	3	2	1
Vps33b	497	348	518	460	187	446	711	336	753
Pde12	443	431	450	446	187	555	395	332	581
Slu7	2278	1815	1855	2489	2800	2215	2183	2357	2462
Tas2r140	0	0	0	0	0	0	0	0	0
Ptpn4	3107	3366	2871	2745	2932	3048	3073	3369	3230
Kcnv1	0	0	0	0	0	0	0	0	0
Synpo	1126	1055	503	604	538	357	644	589	393
Arhgef1	2931	2686	2383	1976	897	2538	2843	1762	2841
Htr3a	8	6	0	0	2	2	0	0	0
Rnf138	369	395	420	773	510	656	379	434	467
Cga	0	0	0	0	0	0	0	2	0
Trim28	8301	7945	6911	8914	4787	9428	6306	4701	7460
Vwf	9	8	1	23	2	8	35	13	52
Rere	3660	3518	2980	2213	2200	2584	2601	3054	3338
Atp6v1f	1604	925	1941	2048	812	1355	2437	1359	3310
Scarb2	7971	5889	10721	8881	7187	9715	14304	12470	16015
Bmpr2	5311	4476	4206	6409	5467	5302	4356	4035	4139
Gabra4	0	0	0	0	0	0	0	0	0
Gabrg1	0	0	0	0	0	0	0	0	0
Napa	1613	1370	1240	2386	836	1779	2380	1581	2903
Lta	22	10	9	29	2	11	2	0	0
Nr2f2	406	399	282	208	238	258	290	334	307
Chst10	475	366	219	124	99	80	257	193	163
Ap2b1	6225	4769	5183	7569	3627	5964	7015	4139	7440
Gli3	0	0	0	0	0	0	0	0	0
Rab3d	1598	1153	807	948	430	462	1819	1038	1271
Abcc3	639	432	963	374	217	641	1331	762	1759
Reln	2	2	2	7	0	0	0	0	0
Gpr19	140	188	62	93	54	49	58	46	85
Ccl22	1	0	2	14	4	1	0	0	8
Gmpr	934	682	593	443	340	262	853	623	587
Apbb1	75	70	37	12	1	8	32	8	30
Ccl17	1	0	0	0	0	0	0	0	0
Hnrnpu	27829	24941	28501	28372	27420	26969	20628	23853	25881
Ebp	433	409	282	349	211	137	498	314	468
Ugt1a7c	0	0	0	0	0	0	0	0	0
Cacng5	4	0	0	0	2	0	0	0	0
Patj	272	181	118	89	25	31	87	47	59
